ncbiID	fullName	rank	parentID
1094469	Acinetobacter baumannii ABNIH5	strain	470
470	Acinetobacter baumannii	species	909768
1094470	Acinetobacter baumannii ABNIH6	strain	470
1094471	Acinetobacter baumannii ABNIH7	strain	470
1094475	Acinetobacter baumannii ABNIH11	strain	470
1094477	Acinetobacter baumannii ABNIH13	strain	470
1094478	Acinetobacter baumannii ABNIH14	strain	470
1094479	Acinetobacter baumannii ABNIH15	strain	470
1094480	Acinetobacter baumannii ABNIH16	strain	470
1094481	Acinetobacter baumannii ABNIH17	strain	470
1094482	Acinetobacter baumannii ABNIH18	strain	470
1094483	Acinetobacter baumannii ABNIH19	strain	470
1094484	Acinetobacter baumannii ABNIH20	strain	470
1094486	Acinetobacter baumannii ABNIH22	strain	470
1094487	Acinetobacter baumannii ABNIH23	strain	470
1094488	Acinetobacter baumannii ABNIH24	strain	470
1096779	Acinetobacter puyangensis	species	469
1096995	Acinetobacter baumannii BJAB07104	strain	470
1096996	Acinetobacter baumannii BJAB0715	strain	470
1096997	Acinetobacter baumannii BJAB0868	strain	470
1100841	Acinetobacter baumannii TYTH-1	strain	470
1100842	Acinetobacter baumannii TYTH-2	strain	470
1100843	Acinetobacter baumannii TYTH-3	strain	470
1100844	Acinetobacter baumannii TYTH-4	strain	470
1100845	Acinetobacter baumannii TYTH-5	strain	470
1100846	Acinetobacter baumannii TYTH-6	strain	470
1100847	Acinetobacter baumannii TYTH-7	strain	470
1116234	Acinetobacter baumannii AB5075	strain	470
1116235	Acinetobacter baumannii AB5256	strain	470
1116236	Acinetobacter baumannii AB5711	strain	470
1120924	Acinetobacter baylyi DSM 14961 = CIP 107474	strain	202950
202950	Acinetobacter baylyi	species	469
1120925	Acinetobacter bouvetii DSM 14964 = CIP 107468	strain	202951
202951	Acinetobacter bouvetii	species	469
1120926	Acinetobacter gerneri DSM 14967 = CIP 107464	strain	202952
202952	Acinetobacter gerneri	species	469
1120927	Acinetobacter tandoii DSM 14970 = CIP 107469	strain	202954
202954	Acinetobacter tandoii	species	469
1120928	Acinetobacter tjernbergiae DSM 14971 = CIP 107465	strain	202955
202955	Acinetobacter tjernbergiae	species	469
1120929	Acinetobacter towneri DSM 14962 = CIP 107472	strain	202956
202956	Acinetobacter towneri	species	469
1149135	Acinetobacter baumannii 107m	strain	470
1168590	Acinetobacter baumannii Ab33333	strain	470
1168591	Acinetobacter baumannii Ab44444	strain	470
1183155	Acinetobacter nosocomialis Ab22222	strain	106654
1191460	Acinetobacter venetianus RAG-1 = CIP 110063	strain	52133
52133	Acinetobacter venetianus	species	469
1197884	Acinetobacter venetianus VE-C3	strain	52133
1200350	Acinetobacter baumannii ABIsac_ColiS	isolate	470
1200351	Acinetobacter baumannii ABIsac_ColiR	isolate	470
1210907	Acinetobacter baumannii BZICU-2	strain	470
1216295	Acinetobacter baumannii 53264	strain	470
1217627	Acinetobacter baumannii NIPH 67	strain	470
1217628	Acinetobacter baumannii NIPH 70	strain	470
1217629	Acinetobacter baumannii NIPH 80	strain	470
1217630	Acinetobacter baumannii NIPH 201	strain	470
1217631	Acinetobacter baumannii NIPH 290	strain	470
1217632	Acinetobacter baumannii NIPH 329	strain	470
1217633	Acinetobacter baumannii NIPH 335	strain	470
1217635	Acinetobacter baumannii NIPH 527	strain	470
1217636	Acinetobacter baumannii NIPH 528	strain	470
1217637	Acinetobacter baumannii NIPH 601	strain	470
1217638	Acinetobacter baumannii ANC 4097	strain	470
1217639	Acinetobacter baumannii NIPH 146	strain	470
1217640	Acinetobacter baumannii NIPH 190	strain	470
1217641	Acinetobacter baumannii NIPH 615	strain	470
1217642	Acinetobacter baumannii NIPH 1362	strain	470
1217643	Acinetobacter baumannii NIPH 1669	strain	470
1217644	Acinetobacter baumannii NIPH 1734	strain	470
1217645	Acinetobacter baumannii NIPH 2061	strain	470
1217646	Acinetobacter baumannii NIPH 24	strain	470
1217647	Acinetobacter baumannii NIPH 60	strain	470
1217648	Acinetobacter beijerinckii CIP 110307	strain	262668
262668	Acinetobacter beijerinckii	species	469
1217649	Acinetobacter beijerinckii ANC 3835	strain	262668
1217651	Acinetobacter bereziniae NIPH 3	strain	106648
1217652	Acinetobacter brisouii ANC 4119	strain	396323
396323	Acinetobacter brisouii	species	469
1217653	Acinetobacter calcoaceticus ANC 3680	strain	471
471	Acinetobacter calcoaceticus	species	909768
1217654	Acinetobacter calcoaceticus NIPH 13	strain	471
1217655	Acinetobacter guillouiae CIP 63.46	strain	106649
1217656	Acinetobacter guillouiae NIPH 991	strain	106649
1217657	Acinetobacter gyllenbergii CIP 110306	strain	134534
134534	Acinetobacter gyllenbergii	species	469
1217658	Acinetobacter gyllenbergii NIPH 230	strain	134534
1217659	Acinetobacter haemolyticus CIP 64.3	strain	29430
29430	Acinetobacter haemolyticus	species	469
1217660	Acinetobacter indicus ANC 4215	strain	756892
756892	Acinetobacter indicus	species	469
1217662	Acinetobacter johnsonii ANC 3681	strain	40214
40214	Acinetobacter johnsonii	species	469
1217663	Acinetobacter johnsonii CIP 64.6	strain	40214
1217664	Acinetobacter junii CIP 64.5	strain	40215
40215	Acinetobacter junii	species	469
1217665	Acinetobacter junii NIPH 182	strain	40215
1217666	Acinetobacter junii CIP 107470	strain	40215
1217668	Acinetobacter lwoffii NIPH 478	strain	28090
28090	Acinetobacter lwoffii	species	469
1217670	Acinetobacter nosocomialis NIPH 2119	strain	106654
1217671	Acinetobacter parvus NIPH 1103	strain	134533
134533	Acinetobacter parvus	species	469
1217673	Acinetobacter pittii ANC 3678	strain	48296
1217674	Acinetobacter radioresistens NIPH 2130	strain	40216
40216	Acinetobacter radioresistens	species	469
1217675	Acinetobacter schindleri NIPH 900	strain	108981
1217676	Acinetobacter soli CIP 110264	strain	487316
487316	Acinetobacter soli	species	469
1217677	Acinetobacter soli NIPH 2899	strain	487316
1217690	Acinetobacter calcoaceticus ANC 3811	strain	471
1217691	Acinetobacter pittii ANC 4050	strain	48296
1217715	Acinetobacter bohemicus ANC 3994	strain	1435036
1435036	Acinetobacter bohemicus	species	469
1217716	Acinetobacter ursingii NIPH 706	strain	108980
1217985	Acinetobacter nosocomialis NIPH 386	strain	106654
1217986	Acinetobacter haemolyticus NIPH 261	strain	29430
1217988	Acinetobacter schindleri CIP 107287	strain	108981
1219383	Acinetobacter boissieri	species	469
1221244	Acinetobacter baumannii AB_1536-8	strain	470
1221245	Acinetobacter baumannii AB_1582-8	strain	470
1221246	Acinetobacter baumannii AB_1583-8	strain	470
1221247	Acinetobacter baumannii AB_1594-8	strain	470
1221248	Acinetobacter baumannii AB_1595-8	strain	470
1221249	Acinetobacter baumannii AB_1649-8	strain	470
1221250	Acinetobacter baumannii AB_1650-8	strain	470
1221251	Acinetobacter baumannii AB_1766_8	strain	470
1221252	Acinetobacter baumannii AB_2007-09-110-01-7	strain	470
1221253	Acinetobacter baumannii AB_2007-16-25-01-7	strain	470
1221254	Acinetobacter baumannii AB_2007-16-27-01	strain	470
1221255	Acinetobacter baumannii AB_2008-15-34-7	strain	470
1221256	Acinetobacter baumannii AB_2008-15-45	strain	470
1221257	Acinetobacter baumannii AB_2008-15-52	strain	470
1221258	Acinetobacter baumannii AB_2008-15-69	strain	470
1221259	Acinetobacter baumannii AB_2008-15-70	strain	470
1221260	Acinetobacter baumannii AB_2008-15-71	strain	470
1221261	Acinetobacter baumannii AB_2008-23-01-01-7	strain	470
1221262	Acinetobacter baumannii AB_2008-23-07-01-7	strain	470
1221263	Acinetobacter baumannii AB_2009-04-01-7	strain	470
1221264	Acinetobacter baumannii AB_2009-04-02-7	strain	470
1221265	Acinetobacter baumannii AB_515-8	strain	470
1221266	Acinetobacter baumannii AB_908-12	strain	470
1221267	Acinetobacter baumannii AB_908-13	strain	470
1221268	Acinetobacter baumannii AB_908-14-7	strain	470
1221269	Acinetobacter baumannii AB_909-01-7	strain	470
1221270	Acinetobacter baumannii AB_909-02-7	strain	470
1221271	Acinetobacter baumannii AB_909-05	strain	470
1221272	Acinetobacter baumannii AB_909-14-7	strain	470
1221273	Acinetobacter baumannii AB_TG19617	strain	470
1221274	Acinetobacter baumannii AB_TG2018	strain	470
1221275	Acinetobacter baumannii AB_TG2022	strain	470
1221276	Acinetobacter baumannii AB_TG2023	strain	470
1221277	Acinetobacter baumannii AB_TG2026	strain	470
1221278	Acinetobacter baumannii AB_TG2028	strain	470
1221279	Acinetobacter baumannii AB_TG2030	strain	470
1221280	Acinetobacter baumannii AB_TG2031	strain	470
1221281	Acinetobacter baumannii AB_TG2032	strain	470
1221282	Acinetobacter baumannii AB_TG2631	strain	470
1221283	Acinetobacter baumannii AB_TG27323	strain	470
1221284	Acinetobacter baumannii AB_TG27327	strain	470
1221285	Acinetobacter baumannii AB_TG27331	strain	470
1221286	Acinetobacter baumannii AB_TG27335	strain	470
1221287	Acinetobacter baumannii AB_TG27339	strain	470
1221288	Acinetobacter baumannii AB_TG27343	strain	470
1221290	Acinetobacter baumannii AB_TG5064	strain	470
1221291	Acinetobacter baylyi TG19579	strain	202950
1221292	Acinetobacter baumannii TG19582	strain	470
1221293	Acinetobacter calcoaceticus TG19585	strain	471
1221294	Acinetobacter calcoaceticus TG19588	strain	471
1221295	Acinetobacter calcoaceticus TG19593	strain	471
1221296	Acinetobacter nosocomialis TG19596	strain	106654
1221297	Acinetobacter haemolyticus TG19599	strain	29430
1221298	Acinetobacter haemolyticus TG19602	strain	29430
1221299	Acinetobacter haemolyticus TG21157	strain	29430
1221300	Acinetobacter johnsonii TG19605	strain	40214
1221301	Acinetobacter johnsonii TG19625	strain	40214
1221306	Acinetobacter junii TG19608	strain	40215
1221308	Acinetobacter nosocomialis TG21145	strain	106654
1221309	Acinetobacter pittii TG6411	strain	48296
1221310	Acinetobacter radioresistens TG02010	strain	40216
1221311	Acinetobacter schindleri TG19614	strain	108981
1222031	Acinetobacter baumannii AB1H8	strain	470
1222032	Acinetobacter baumannii AB4A3	strain	470
1222033	Acinetobacter baumannii AB405E4	strain	470
1223564	Acinetobacter baumannii ZWS1122	strain	470
1224141	Acinetobacter baumannii ZWS1219	strain	470
1224165	Acinetobacter baumannii ABNIH25	strain	470
1226327	Acinetobacter kookii	species	469
1229165	Acinetobacter apis	species	469
1262585	Acinetobacter qingfengensis	species	469
1278070	Acinetobacter baumannii MSP4-16	strain	470
1285584	Acinetobacter nosocomialis P020	strain	106654
1293574	Acinetobacter baumannii 48055	strain	470
1310554	Acinetobacter baumannii 1036938	strain	470
1310555	Acinetobacter baumannii 993520	strain	470
1310556	Acinetobacter baumannii 17534	strain	470
1310557	Acinetobacter baumannii 959073	strain	470
1310558	Acinetobacter baumannii 136706	strain	470
1310559	Acinetobacter baumannii 987421	strain	470
1310560	Acinetobacter baumannii 564012	strain	470
1310561	Acinetobacter baumannii 942133	strain	470
1310562	Acinetobacter baumannii 472237-1196	strain	470
1310563	Acinetobacter baumannii 972082	strain	470
1310567	Acinetobacter baumannii 1046674	strain	470
1310568	Acinetobacter baumannii 916567	strain	470
1310569	Acinetobacter baumannii 1043903	strain	470
1310570	Acinetobacter baumannii 1046051	strain	470
1310571	Acinetobacter baumannii 1032241	strain	470
1310573	Acinetobacter baumannii 18689	strain	470
1310574	Acinetobacter baumannii 1042969-1265	strain	470
1310577	Acinetobacter baumannii 532413	strain	470
1310578	Acinetobacter baumannii 34001	strain	470
1310579	Acinetobacter baumannii 58452	strain	470
1310580	Acinetobacter baumannii 1297	strain	470
1310582	Acinetobacter baumannii 662545-1347	strain	470
1310583	Acinetobacter baumannii 1051176	strain	470
1310584	Acinetobacter baumannii 23037	strain	470
1310585	Acinetobacter baumannii 1051830	strain	470
1310586	Acinetobacter baumannii 1031433	strain	470
1310587	Acinetobacter baumannii 947299	strain	470
1310588	Acinetobacter baumannii 562700	strain	470
1310589	Acinetobacter baumannii 929679-2095	strain	470
1310590	Acinetobacter baumannii 1040094	strain	470
1310591	Acinetobacter baumannii 942194	strain	470
1310592	Acinetobacter baumannii 1039621	strain	470
1310593	Acinetobacter baumannii 796380-2102	strain	470
1310594	Acinetobacter baumannii 653020	strain	470
1310595	Acinetobacter baumannii 29280	strain	470
1310596	Acinetobacter baumannii 1075025	strain	470
1310597	Acinetobacter baumannii 1247182	strain	470
1310598	Acinetobacter baumannii 1121032	strain	470
1310599	Acinetobacter baumannii 781407	strain	470
1310600	Acinetobacter baumannii 1289546	strain	470
1310602	Acinetobacter baumannii 96512	strain	470
1310604	Acinetobacter baumannii 984213	strain	470
1310606	Acinetobacter baumannii 1297549	strain	470
1310607	Acinetobacter baumannii 625974	strain	470
1310610	Acinetobacter baumannii 647609	strain	470
1310611	Acinetobacter baumannii 466760	strain	470
1310614	Acinetobacter baumannii 1397084	strain	470
1310616	Acinetobacter baumannii 400834	strain	470
1310617	Acinetobacter baumannii 1406750	strain	470
1310618	Acinetobacter baumannii 118362	strain	470
1310620	Acinetobacter baumannii 1294217	strain	470
1310622	Acinetobacter baumannii 1035119	strain	470
1310624	Acinetobacter baumannii 1202252	strain	470
1310625	Acinetobacter baumannii 496487	strain	470
1310627	Acinetobacter baumannii 1284800	strain	470
1310628	Acinetobacter baumannii 1267820	strain	470
1310630	Acinetobacter baumannii 99063	strain	470
1310633	Acinetobacter baumannii 940793	strain	470
1310636	Acinetobacter baumannii 1429530	strain	470
1310640	Acinetobacter baumannii 342950	strain	470
1310644	Acinetobacter baumannii 1159076	strain	470
1310645	Acinetobacter baumannii 1461963	strain	470
1310646	Acinetobacter baumannii 1462234	strain	470
1310648	Acinetobacter baumannii 110912	strain	470
1310649	Acinetobacter baumannii 1465485	strain	470
1310650	Acinetobacter baumannii 724909	strain	470
1310653	Acinetobacter baumannii 951631	strain	470
1310654	Acinetobacter baumannii 1291820	strain	470
1310655	Acinetobacter baumannii 1277411	strain	470
1310656	Acinetobacter baumannii 1146103	strain	470
1310657	Acinetobacter baumannii 1096934	strain	470
1310659	Acinetobacter baumannii 1106579	strain	470
1310661	Acinetobacter baumannii 855125	strain	470
1310662	Acinetobacter baumannii 50595	strain	470
1310663	Acinetobacter baumannii 1440750	strain	470
1310665	Acinetobacter baumannii 1525283	strain	470
1310666	Acinetobacter baumannii 1552818	strain	470
1310668	Acinetobacter baumannii 754286	strain	470
1310672	Acinetobacter baumannii 554515	strain	470
1310673	Acinetobacter baumannii 1499986	strain	470
1310674	Acinetobacter baumannii 1546444	strain	470
1310675	Acinetobacter baumannii 1526966	strain	470
1310676	Acinetobacter baumannii 43926	strain	470
1310679	Acinetobacter baumannii 1552865	strain	470
1310686	Acinetobacter baumannii 397971	strain	470
1310688	Acinetobacter baumannii 144107	strain	470
1310691	Acinetobacter baumannii 42887	strain	470
1310692	Acinetobacter baumannii 532279	strain	470
1310693	Acinetobacter baumannii 655378	strain	470
1310694	Acinetobacter baumannii 232184	strain	470
1310698	Acinetobacter baumannii 1593273	strain	470
1310699	Acinetobacter baumannii 1575710	strain	470
1310700	Acinetobacter baumannii 1598530	strain	470
1310701	Acinetobacter baumannii 268680	strain	470
1310702	Acinetobacter baumannii 831240	strain	470
1310703	Acinetobacter baumannii 1417041	strain	470
1310706	Acinetobacter baumannii 1412924	strain	470
1310707	Acinetobacter baumannii 318814	strain	470
1310708	Acinetobacter baumannii 923118	strain	470
1310710	Acinetobacter baumannii 3390	strain	470
1310713	Acinetobacter baumannii 1471012	strain	470
1310716	Acinetobacter baumannii 1482820	strain	470
1310718	Acinetobacter baumannii 1475764	strain	470
1310719	Acinetobacter baumannii 607805	strain	470
1310721	Acinetobacter baumannii 1533268	strain	470
1310722	Acinetobacter baumannii 825610	strain	470
1310725	Acinetobacter baumannii 1062314	strain	470
1310727	Acinetobacter baumannii 836190	strain	470
1310729	Acinetobacter baumannii 23671	strain	470
1310730	Acinetobacter baumannii 1207552	strain	470
1310731	Acinetobacter baumannii 1178044	strain	470
1310732	Acinetobacter baumannii 1271651	strain	470
1310733	Acinetobacter baumannii 1195185_11	strain	470
1310735	Acinetobacter baumannii 737393	strain	470
1310736	Acinetobacter baumannii 233846	strain	470
1310737	Acinetobacter baumannii 1271213	strain	470
1310738	Acinetobacter baumannii 273929	strain	470
1310739	Acinetobacter baumannii 1045092	strain	470
1310740	Acinetobacter baumannii 457946	strain	470
1310741	Acinetobacter baumannii 73736	strain	470
1310742	Acinetobacter baumannii 1188188	strain	470
1310743	Acinetobacter baumannii 1264936	strain	470
1310744	Acinetobacter baumannii 1237893	strain	470
1310745	Acinetobacter baumannii 480175	strain	470
1310746	Acinetobacter baumannii 1287985	strain	470
1310747	Acinetobacter baumannii 1095464	strain	470
1310748	Acinetobacter baumannii 846928	strain	470
1310749	Acinetobacter baumannii 10519	strain	470
1310750	Acinetobacter baumannii 1064293_45	strain	470
1310751	Acinetobacter baumannii 1022959	strain	470
1310752	Acinetobacter baumannii 1293320	strain	470
1310753	Acinetobacter baumannii 1296252	strain	470
1310754	Acinetobacter baumannii 2887	strain	470
1310755	Acinetobacter baumannii 628418	strain	470
1310757	Acinetobacter baumannii 755829	strain	470
1310758	Acinetobacter baumannii 1266220	strain	470
1310760	Acinetobacter baumannii 1406589	strain	470
1310763	Acinetobacter baumannii 213697	strain	470
1310765	Acinetobacter baumannii 1294222	strain	470
1310767	Acinetobacter baumannii 1237202	strain	470
1310768	Acinetobacter baumannii 1397513	strain	470
1310769	Acinetobacter baumannii 1276470-86	strain	470
1310770	Acinetobacter baumannii 1295549	strain	470
1310771	Acinetobacter baumannii 1058283	strain	470
1310774	Acinetobacter baumannii 1232509	strain	470
1310775	Acinetobacter baumannii 1392509	strain	470
1310776	Acinetobacter baumannii 1413735	strain	470
1310777	Acinetobacter baumannii 1262761-97	strain	470
1310778	Acinetobacter baumannii 426863	strain	470
1310780	Acinetobacter baumannii 1117819	strain	470
1310781	Acinetobacter baumannii 277047	strain	470
1310782	Acinetobacter baumannii 1170863	strain	470
1310783	Acinetobacter baumannii 214216	strain	470
1310784	Acinetobacter baumannii 1007214	strain	470
1310785	Acinetobacter baumannii 466215	strain	470
1310786	Acinetobacter baumannii 541915	strain	470
1310787	Acinetobacter baumannii 70136	strain	470
1310789	Acinetobacter baumannii 145660	strain	470
1310792	Acinetobacter baumannii 981176	strain	470
1310793	Acinetobacter baumannii 98826	strain	470
1310794	Acinetobacter baumannii 303002	strain	470
1310796	Acinetobacter baumannii 1406182	strain	470
1310797	Acinetobacter baumannii 1428368	strain	470
1310798	Acinetobacter baumannii 14216	strain	470
1310799	Acinetobacter baumannii 1494580	strain	470
1310801	Acinetobacter baumannii 339786	strain	470
1310802	Acinetobacter baumannii 11126	strain	470
1310803	Acinetobacter baumannii 730795	strain	470
1310805	Acinetobacter baumannii 1426993	strain	470
1310806	Acinetobacter baumannii 1505311	strain	470
1310807	Acinetobacter baumannii 1488685	strain	470
1310808	Acinetobacter baumannii 470922	strain	470
1310809	Acinetobacter baumannii 1539026	strain	470
1310810	Acinetobacter baumannii 7893	strain	470
1310811	Acinetobacter baumannii 458282	strain	470
1310812	Acinetobacter baumannii 1552389	strain	470
1310813	Acinetobacter baumannii 722310	strain	470
1310815	Acinetobacter baumannii 756476	strain	470
1310818	Acinetobacter baumannii 121738	strain	470
1310820	Acinetobacter baumannii 323408	strain	470
1310825	Acinetobacter baumannii 1064293_46	strain	470
1310826	Acinetobacter baumannii 1195185_80	strain	470
1310827	Acinetobacter baumannii 1262761-105	strain	470
1310828	Acinetobacter baumannii 472237-120	strain	470
1310829	Acinetobacter baumannii 1276470-132	strain	470
1310831	Acinetobacter baumannii 1042969-1197	strain	470
1310835	Acinetobacter baumannii 24860_1	strain	470
1310836	Acinetobacter baumannii 24860_2	strain	470
1310837	Acinetobacter baumannii 24860_3	strain	470
1310838	Acinetobacter baumannii 24860_4	strain	470
1310839	Acinetobacter baumannii 24860_5	strain	470
1310840	Acinetobacter baumannii 24860_6	strain	470
1310841	Acinetobacter baumannii 24860_7	strain	470
1310842	Acinetobacter baumannii 24860_8	strain	470
1310843	Acinetobacter baumannii 24860_9	strain	470
1310844	Acinetobacter baumannii 24860_10	strain	470
1310846	Acinetobacter baumannii 24812_2	strain	470
1310848	Acinetobacter baumannii 24812_4	strain	470
1310850	Acinetobacter baumannii 24812_6	strain	470
1310851	Acinetobacter baumannii 24812_7	strain	470
1310852	Acinetobacter baumannii 24812_8	strain	470
1310854	Acinetobacter baumannii 24812_10	strain	470
1310855	Acinetobacter baumannii 24845_1	strain	470
1310857	Acinetobacter baumannii 24845_3	strain	470
1310858	Acinetobacter baumannii 24845_4	strain	470
1310859	Acinetobacter baumannii 24845_5	strain	470
1310860	Acinetobacter baumannii 24845_6	strain	470
1310861	Acinetobacter baumannii 24845_7	strain	470
1310862	Acinetobacter baumannii 24845_8	strain	470
1310863	Acinetobacter baumannii 24845_9	strain	470
1310864	Acinetobacter baumannii 24845_10	strain	470
1310865	Acinetobacter baumannii 25307_1	strain	470
1310866	Acinetobacter baumannii 25307_2	strain	470
1310867	Acinetobacter baumannii 25307_3	strain	470
1310869	Acinetobacter baumannii 25307_5	strain	470
1310870	Acinetobacter baumannii 25307_6	strain	470
1310872	Acinetobacter baumannii 25307_8	strain	470
1310875	Acinetobacter baumannii 25253_1	strain	470
1310877	Acinetobacter baumannii 25253_3	strain	470
1310878	Acinetobacter baumannii 25253_4	strain	470
1310879	Acinetobacter baumannii 25253_5	strain	470
1310880	Acinetobacter baumannii 25253_6	strain	470
1310881	Acinetobacter baumannii 25253_7	strain	470
1310882	Acinetobacter baumannii 25253_8	strain	470
1310884	Acinetobacter baumannii 25253_10	strain	470
1310885	Acinetobacter baumannii 44895_1	strain	470
1310886	Acinetobacter baumannii 44895_2	strain	470
1310887	Acinetobacter baumannii 44895_3	strain	470
1310888	Acinetobacter baumannii 44895_4	strain	470
1310889	Acinetobacter baumannii 44895_5	strain	470
1310890	Acinetobacter baumannii 44895_6	strain	470
1310892	Acinetobacter baumannii 44895_8	strain	470
1310893	Acinetobacter baumannii 44895_9	strain	470
1310894	Acinetobacter baumannii 44895_10	strain	470
1310897	Acinetobacter baumannii 45002_3	strain	470
1310898	Acinetobacter baumannii 45002_4	strain	470
1310899	Acinetobacter baumannii 45002_5	strain	470
1310900	Acinetobacter baumannii 45002_6	strain	470
1310901	Acinetobacter baumannii 45002_7	strain	470
1310902	Acinetobacter baumannii 45002_8	strain	470
1310903	Acinetobacter baumannii 45002_9	strain	470
1310904	Acinetobacter baumannii 45002_10	strain	470
1310915	Acinetobacter baumannii 25766_1	strain	470
1310916	Acinetobacter baumannii 25766_2	strain	470
1310917	Acinetobacter baumannii 25766_3	strain	470
1310918	Acinetobacter baumannii 25766_4	strain	470
1310919	Acinetobacter baumannii 25766_5	strain	470
1310920	Acinetobacter baumannii 25766_6	strain	470
1310921	Acinetobacter baumannii 25766_7	strain	470
1310923	Acinetobacter baumannii 25766_9	strain	470
1310924	Acinetobacter baumannii 25766_10	strain	470
1310945	Acinetobacter baumannii 24975_1	strain	470
1310948	Acinetobacter baumannii 24975_4	strain	470
1310949	Acinetobacter baumannii 24975_5	strain	470
1310951	Acinetobacter baumannii 24975_7	strain	470
1310953	Acinetobacter baumannii 24975_9	strain	470
1310954	Acinetobacter baumannii 24975_10	strain	470
1310975	Acinetobacter baumannii 44467_1	strain	470
1310976	Acinetobacter baumannii 44467_2	strain	470
1310977	Acinetobacter baumannii 44467_3	strain	470
1310978	Acinetobacter baumannii 44467_4	strain	470
1310979	Acinetobacter baumannii 44467_5	strain	470
1310980	Acinetobacter baumannii 44467_6	strain	470
1310981	Acinetobacter baumannii 44467_7	strain	470
1310982	Acinetobacter baumannii 44467_8	strain	470
1310983	Acinetobacter baumannii 44467_9	strain	470
1310984	Acinetobacter baumannii 44467_10	strain	470
1310985	Acinetobacter baumannii 44327_1	strain	470
1310986	Acinetobacter baumannii 44327_2	strain	470
1310988	Acinetobacter baumannii 44327_4	strain	470
1310989	Acinetobacter baumannii 44327_5	strain	470
1310990	Acinetobacter baumannii 44327_6	strain	470
1310991	Acinetobacter baumannii 44327_7	strain	470
1310992	Acinetobacter baumannii 44327_8	strain	470
1311003	Acinetobacter baumannii 44857_9	strain	470
1311004	Acinetobacter baumannii 44857_10	strain	470
1311006	Acinetobacter baumannii 25681_2	strain	470
1311007	Acinetobacter baumannii 25681_3	strain	470
1311009	Acinetobacter baumannii 25681_5	strain	470
1311010	Acinetobacter baumannii 25681_6	strain	470
1311012	Acinetobacter baumannii 25681_8	strain	470
1311013	Acinetobacter baumannii 25681_9	strain	470
1311015	Acinetobacter baumannii 25493_1	strain	470
1311016	Acinetobacter baumannii 25493_2	strain	470
1311017	Acinetobacter baumannii 25493_3	strain	470
1311018	Acinetobacter baumannii 25493_4	strain	470
1311019	Acinetobacter baumannii 25493_5	strain	470
1311020	Acinetobacter baumannii 25493_6	strain	470
1311022	Acinetobacter baumannii 25493_8	strain	470
1311023	Acinetobacter baumannii 25493_9	strain	470
1311024	Acinetobacter baumannii 25493_10	strain	470
1311027	Acinetobacter baumannii 44437_3	strain	470
1311028	Acinetobacter baumannii 44437_4	strain	470
1311029	Acinetobacter baumannii 44437_5	strain	470
1311031	Acinetobacter baumannii 44437_7	strain	470
1311032	Acinetobacter baumannii 44437_8	strain	470
1311033	Acinetobacter baumannii 44437_9	strain	470
1311035	Acinetobacter baumannii 44362_1	strain	470
1311036	Acinetobacter baumannii 44362_2	strain	470
1311037	Acinetobacter baumannii 44362_3	strain	470
1311038	Acinetobacter baumannii 44362_4	strain	470
1311039	Acinetobacter baumannii 44362_5	strain	470
1311040	Acinetobacter baumannii 44362_6	strain	470
1311041	Acinetobacter baumannii 44362_7	strain	470
1311042	Acinetobacter baumannii 44362_8	strain	470
1311043	Acinetobacter baumannii 44362_9	strain	470
1311044	Acinetobacter baumannii 44362_10	strain	470
1311045	Acinetobacter baumannii 25878_1	strain	470
1311046	Acinetobacter baumannii 25878_2	strain	470
1311047	Acinetobacter baumannii 25878_3	strain	470
1311048	Acinetobacter baumannii 43557_1	strain	470
1311065	Acinetobacter baumannii 44839_8	strain	470
1311066	Acinetobacter baumannii 44839_9	strain	470
1311067	Acinetobacter baumannii 44839_10	strain	470
1311068	Acinetobacter baumannii 26016_1	strain	470
1311069	Acinetobacter baumannii 26016_2	strain	470
1311070	Acinetobacter baumannii 26016_3	strain	470
1311071	Acinetobacter baumannii 26016_4	strain	470
1311072	Acinetobacter baumannii 26016_5	strain	470
1311073	Acinetobacter baumannii 26016_6	strain	470
1311074	Acinetobacter baumannii 26016_7	strain	470
1311075	Acinetobacter baumannii 26016_8	strain	470
1311076	Acinetobacter baumannii 26016_9	strain	470
1311077	Acinetobacter baumannii 26016_10	strain	470
1311078	Acinetobacter baumannii 44298_1	strain	470
1311079	Acinetobacter baumannii 44298_2	strain	470
1311080	Acinetobacter baumannii 44298_3	strain	470
1311081	Acinetobacter baumannii 44298_4	strain	470
1311082	Acinetobacter baumannii 44298_5	strain	470
1311083	Acinetobacter baumannii 44298_6	strain	470
1311084	Acinetobacter baumannii 44298_7	strain	470
1311085	Acinetobacter baumannii 44298_8	strain	470
1311086	Acinetobacter baumannii 44298_9	strain	470
1311087	Acinetobacter baumannii 44298_10	strain	470
1311088	Acinetobacter baumannii 45075_1	strain	470
1311089	Acinetobacter baumannii 45075_2	strain	470
1311090	Acinetobacter baumannii 45075_3	strain	470
1311091	Acinetobacter baumannii 45075_4	strain	470
1311092	Acinetobacter baumannii 45075_5	strain	470
1311093	Acinetobacter baumannii 45075_6	strain	470
1311095	Acinetobacter baumannii 45075_8	strain	470
1311096	Acinetobacter baumannii 45075_9	strain	470
1311097	Acinetobacter baumannii 45075_10	strain	470
1311098	Acinetobacter baumannii 16553_1	strain	470
1311099	Acinetobacter baumannii 16553_2	strain	470
